VM name,status,Date Created,OS,memGB,diskGB,IP,vApp name,vApp status,Application,Application Owner,Owner Email,OrgVDC,Organization,VM description,vApp description
wwwa-dbmaster1-v3tmpl,PoweredOff,,CentOS 4/5/6/7 (64-bit),1.953125,45,10.148.236.168,wwwa-dbmaster1,PoweredOff,,,,CorpITTest11-Allocation1-ovDC,corpittest,"",""
WWWAPPS_flex_db,PoweredOn,,CentOS 4/5/6/7 (64-bit),2,81,10.148.78.82,appd-SDDC_WEB_WWWAPPS-3.0.0-admin-2987-3c772539-a67f-4e0a-a4d9-709224c62dde,PoweredOn,,,,CorpITTest17-Allocation1-ovDC,corpittest,"",""
WWWAPPS_flex_db,PoweredOn,,CentOS 4/5/6/7 (64-bit),2,81,10.148.91.71,appd-SDDC_WEB_WWWAPPS-3.0.0-admin-2861-6695252b-267b-446b-ace1-60e950a0e42e,PoweredOn,,,,CorpITTest12-Allocation1-ovDC,corpittest,"",""
WWWAPPS_flex_db,PoweredOn,,CentOS 4/5/6/7 (64-bit),2,81,10.127.106.66,appd-SDDC_WEB_WWWAPPS-3.0.0-admin-2801-a56edae8-1627-414b-84df-59169342e622,PoweredOn,,,,US01-C4-CorpITTest50-TR-ovdc-1,corpittest,"",""
wwwapps-dbmaster2-v3tmpl,PoweredOff,,CentOS 4/5/6/7 (64-bit),2.9296875,81,10.148.236.162,wwwapps-dbmaster2-v3tmpl-patch,PoweredOff,,,,CorpITTest11-Allocation1-ovDC,corpittest,"",""
wwwapps-test11-dbmaster-1,PoweredOn,,CentOS 4/5/6/7 (64-bit),2,81,10.148.236.102,appd-SDDC_WEB_WWWAPPS-3.0.0-admin-2651-59a9df3e-d300-4e2c-80bd-b71f5a2af530,PoweredOn,,,,CorpITTest11-Allocation1-ovDC,corpittest,"",""
wwwapps-test12-dbmaster-1,PoweredOn,,Red Hat Enterprise Linux 4 (32-bit),2,28,10.148.91.77,appd-SDDC_IDM_OAM_OVD_TEST-3.0.0-admin-2882-f6c195ec-f67f-4827-b59a-6e1e69ef2cb3,PoweredOn,,,,CorpITTest12-Allocation1-ovDC,corpittest,"",""
wwwapps-test13-dbmaster-1,PoweredOn,,CentOS 4/5/6/7 (64-bit),2,81,10.148.54.21,appd-SDDC_WEB_WWWAPPS-3.0.0-admin-1508-6506c243-a82e-4687-8748-dc1b3b8e631f,PoweredOn,,,,CorpITTest13-Allocation1-ovDC,corpittest,"",""
wwwapps-test14-dbmaster-1,PoweredOn,,CentOS 4/5/6/7 (64-bit),2,81,10.148.22.88,appd-SDDC_WEB_WWWAPPS-3.0.0-admin-1941-32a28320-604a-4270-af18-cb1755b156fe,PoweredOn,,,,CorpITTest14-Allocation1-ovDC,corpittest,"",""
wwwapps-test15-dbmaster-1,PoweredOn,,CentOS 4/5/6/7 (64-bit),2,81,10.148.70.29,appd-SDDC_WEB_WWWAPPS-3.0.0-admin-2093-088b9bfd-4349-4bcc-b827-6b90d5003023,PoweredOn,,,,CorpITTest15-Allocation1-ovDC,corpittest,"",""
wwwapps-test16-dbmaster-1,PoweredOn,,CentOS 4/5/6/7 (64-bit),2,81,10.148.71.41,appd-SDDC_WEB_WWWAPPS-3.0.0-admin-2484-81d3b576-bac9-4a81-9f1e-6d0220107e46,PoweredOn,,,,CorpITTest16-Allocation1-ovDC,corpittest,"",""
wwwapps-test19-dbmaster-1,PoweredOn,,CentOS 4/5/6/7 (64-bit),2,81,10.148.98.38,appd-SDDC_WEB_WWWAPPS-2.0.0-admin-1446-5f8f2f25-4cd9-47c8-b0fd-acfa99680a08,PoweredOn,,,,CorpITTest19-Allocation1-ovDC,corpittest,"",""
wwwapps-test20-dbmaster-1,PoweredOn,,CentOS 4/5/6/7 (64-bit),2,81,10.152.121.25,appd-SDDC_WEB_WWWAPPS-2.0.0-admin-4174-32dbf35f-4d77-4e2e-8330-970f15405c53,PoweredOn,,,,US01-C4-CorpITTest20-TR-OVDC1,corpittest,"",""
wwwapps-test21-dbmaster-1,PoweredOn,,CentOS 4/5/6/7 (64-bit),2,81,10.152.118.50,appd-SDDC_WEB_WWWAPPS-2.0.0-admin-4906-4846c8ac-fbd0-420b-9319-c652b5123664,PoweredOn,,,,US01-C4-CorpITTest21-TR-OVDC21,corpittest,"",""
wwwapps-test31-dbmaster-1,PoweredOn,,CentOS 4/5/6/7 (64-bit),2,81,10.148.234.15,appd-WEB_WWWAPPS-1.0.0-admin-2690-d0108926-f233-47fa-8502-8c4ee9f946c2,PoweredOn,,,,CorpITTest31-Allocation1-ovDC,corpittest,"",""
wwwapps-test33-dbmaster-1,PoweredOn,,CentOS 4/5/6/7 (64-bit),2,81,10.152.108.53,appd-SDDC_WEB_WWWAPPS-2.0.0-admin-3441-984a6a26-befa-49c4-b5c8-70f21b645926,PoweredOn,,,,us01-c4-CorpITTest33-TR-OvDC-33,corpittest,"",""
wwwapps-test34-dbmaster-1,PoweredOff,,CentOS 4/5/6/7 (64-bit),2,81,10.152.109.48,appd-SDDC_WEB_WWWAPPS-2.0.0-admin-4115-6385c175-b40b-4c1e-ab8d-90146dc35b97,PoweredOff,,,,us01-c4-CorpITTest34-TR-OvDC-34,corpittest,"",""
wwwapps-test40-dbmaster-1,PoweredOn,,CentOS 4/5/6/7 (64-bit),2,81,10.152.119.56,appd-SDDC_WEB_WWWAPPS-3.0.0-admin-1743-0c31cfe7-48a8-441a-a1f1-86da770a0995,PoweredOn,,,,US01-C4-CorpITTest40-TR-OVDC40,corpittest,"",""
wwwa-test11-dbmaster-1,PoweredOn,,CentOS 4/5/6/7 (64-bit),2,45,10.148.236.16,appd-SDDC_WEB_WWWA-3.0.0-admin-2647-ee439cc8-187e-4d31-9ba0-fa5db84b43e4,PoweredOn,,,,CorpITTest11-Allocation1-ovDC,corpittest,"",""
wwwa-test11-web-1,PoweredOn,,CentOS 4/5/6/7 (64-bit),2,31,10.148.236.14,appd-SDDC_WEB_WWWA-3.0.0-admin-2647-ee439cc8-187e-4d31-9ba0-fa5db84b43e4,PoweredOn,,,,CorpITTest11-Allocation1-ovDC,corpittest,"",""
wwwa-test12-dbmaster-1,PoweredOn,,CentOS 4/5/6/7 (64-bit),2,45,10.148.235.79,appd-WEB_WWWA-1.0.0-pulahannan-3195-f677a26b-9a7f-4199-8e2f-84a8f982bc39,PoweredOn,,,,CorpITTest11-Allocation1-ovDC,corpittest,"",""
wwwa-test13-dbmaster-1,PoweredOn,,CentOS 4/5/6/7 (64-bit),2,45,10.148.54.33,appd-SDDC_WEB_WWWA-3.0.0-admin-1530-51afaa47-4d69-4bfc-bce1-d088d961c7d7,PoweredOn,,,,CorpITTest13-Allocation1-ovDC,corpittest,"",""
wwwa-test13-web-1,PoweredOn,,CentOS 4/5/6/7 (64-bit),2,31,10.148.54.32,appd-SDDC_WEB_WWWA-3.0.0-admin-1530-51afaa47-4d69-4bfc-bce1-d088d961c7d7,PoweredOn,,,,CorpITTest13-Allocation1-ovDC,corpittest,"",""
wwwa-test14-dbmaster-1,PoweredOn,,CentOS 4/5/6/7 (64-bit),2,45,10.148.22.54,appd-SDDC_WEB_WWWA-3.0.0-admin-1918-ca0bfa93-735b-4be7-a9bb-e7544aac68b5,PoweredOn,,,,CorpITTest14-Allocation1-ovDC,corpittest,"",""
wwwa-test14-web-1,PoweredOn,,CentOS 4/5/6/7 (64-bit),2,31,10.148.22.52,appd-SDDC_WEB_WWWA-3.0.0-admin-1918-ca0bfa93-735b-4be7-a9bb-e7544aac68b5,PoweredOn,,,,CorpITTest14-Allocation1-ovDC,corpittest,"",""
wwwa-test15-dbmaster-1,PoweredOn,,CentOS 4/5/6/7 (64-bit),2,45,10.148.70.69,appd-SDDC_WEB_WWWA-3.0.0-admin-2094-6e9f75ed-121f-418a-b410-e3d733410ca7,PoweredOn,,,,CorpITTest15-Allocation1-ovDC,corpittest,"",""
wwwa-test15-web-1,PoweredOn,,CentOS 4/5/6/7 (64-bit),2,31,10.148.70.67,appd-SDDC_WEB_WWWA-3.0.0-admin-2094-6e9f75ed-121f-418a-b410-e3d733410ca7,PoweredOn,,,,CorpITTest15-Allocation1-ovDC,corpittest,"",""
wwwa-test16-dbmaster-1,PoweredOn,,CentOS 4/5/6/7 (64-bit),2,45,10.148.71.75,appd-SDDC_WEB_WWWA-3.0.0-admin-2481-a337e280-ebac-4fcd-8ad7-c4f89b336d9b,PoweredOn,,,,CorpITTest16-Allocation1-ovDC,corpittest,"",""
wwwa-test16-web-1,PoweredOn,,CentOS 4/5/6/7 (64-bit),2,31,10.148.71.73,appd-SDDC_WEB_WWWA-3.0.0-admin-2481-a337e280-ebac-4fcd-8ad7-c4f89b336d9b,PoweredOn,,,,CorpITTest16-Allocation1-ovDC,corpittest,"",""
wwwa-test19-dbmaster-1,PoweredOn,,CentOS 4/5/6/7 (64-bit),2,45,10.148.98.21,appd-SDDC_WEB_WWWA-2.0.0-admin-1448-e580b73a-8c75-486d-845c-1539c3a7c471,PoweredOn,,,,CorpITTest19-Allocation1-ovDC,corpittest,"",""
wwwa-test19-web-1,PoweredOn,,CentOS 4/5/6/7 (64-bit),2,31,10.148.98.20,appd-SDDC_WEB_WWWA-2.0.0-admin-1448-e580b73a-8c75-486d-845c-1539c3a7c471,PoweredOn,,,,CorpITTest19-Allocation1-ovDC,corpittest,"",""
wwwa-test20-dbmaster-1,PoweredOn,,CentOS 4/5/6/7 (64-bit),2,45,10.152.121.32,appd-SDDC_WEB_WWWA-2.0.0-admin-4192-405bf3b7-fbfe-47fb-b555-d0e3ae192a64,PoweredOn,,,,US01-C4-CorpITTest20-TR-OVDC1,corpittest,"",""
wwwa-test20-web-1,PoweredOn,,CentOS 4/5/6/7 (64-bit),2,31,10.152.121.31,appd-SDDC_WEB_WWWA-2.0.0-admin-4192-405bf3b7-fbfe-47fb-b555-d0e3ae192a64,PoweredOn,,,,US01-C4-CorpITTest20-TR-OVDC1,corpittest,"",""
wwwa-test21-dbmaster-1,PoweredOn,,CentOS 4/5/6/7 (64-bit),2,45,10.152.118.36,appd-SDDC_WEB_WWWA-2.0.0-admin-4907-0b011a0d-9ae1-4d49-a784-4a66ee0890ab,PoweredOn,,,,US01-C4-CorpITTest21-TR-OVDC21,corpittest,"",""
wwwa-test21-web-1,PoweredOn,,CentOS 4/5/6/7 (64-bit),2,31,10.152.118.35,appd-SDDC_WEB_WWWA-2.0.0-admin-4907-0b011a0d-9ae1-4d49-a784-4a66ee0890ab,PoweredOn,,,,US01-C4-CorpITTest21-TR-OVDC21,corpittest,"",""
wwwa-test31-dbmaster-1,PoweredOn,,CentOS 4/5/6/7 (64-bit),2,45,10.148.234.82,appd-WWWA-1.0.0-pulahannan-701-e20848c0-ef70-4a32-b63e-0f1bb99ab341,PoweredOn,,,,CorpITTest31-Allocation1-ovDC,corpittest,"",""
wwwa-test31-web-1,PoweredOn,,CentOS 4/5/6/7 (64-bit),2,43,10.148.234.13,appd-WEB_WWWA-1.0.0-admin-2692-6a065ff1-7d34-494d-ad8b-33fb505e548e,PoweredOn,,,,CorpITTest31-Allocation1-ovDC,corpittest,"",""
wwwa-test33-dbmaster-1,PoweredOn,,CentOS 4/5/6/7 (64-bit),2,45,10.152.108.87,appd-SDDC_WEB_WWWA-2.0.0-admin-3482-645fce57-99ab-4aac-a062-f67ba4bc99e0,PoweredOn,,,,us01-c4-CorpITTest33-TR-OvDC-33,corpittest,"",""
wwwa-test33-web-1,PoweredOn,,CentOS 4/5/6/7 (64-bit),2,31,10.152.108.86,appd-SDDC_WEB_WWWA-2.0.0-admin-3482-645fce57-99ab-4aac-a062-f67ba4bc99e0,PoweredOn,,,,us01-c4-CorpITTest33-TR-OvDC-33,corpittest,"",""
wwwa-test34-dbmaster-1,PoweredOff,,CentOS 4/5/6/7 (64-bit),2,45,10.152.109.54,appd-SDDC_WEB_WWWA-2.0.0-admin-4119-f5ca95ce-7302-4d88-b518-b402ead6b8ab,PoweredOff,,,,us01-c4-CorpITTest34-TR-OvDC-34,corpittest,"",""
wwwa-test34-web-1,PoweredOff,,CentOS 4/5/6/7 (64-bit),2,31,10.152.109.53,appd-SDDC_WEB_WWWA-2.0.0-admin-4119-f5ca95ce-7302-4d88-b518-b402ead6b8ab,PoweredOff,,,,us01-c4-CorpITTest34-TR-OvDC-34,corpittest,"",""
wwwa-test40-dbmaster-1,PoweredOn,,CentOS 4/5/6/7 (64-bit),2,45,10.152.119.22,appd-SDDC_WEB_WWWA-3.0.0-admin-1796-3646d2a4-a9fa-4e75-8154-0572d7383b02,PoweredOn,,,,US01-C4-CorpITTest40-TR-OVDC40,corpittest,"",""
wwwa-test40-web-1,PoweredOn,,CentOS 4/5/6/7 (64-bit),2,31,10.152.119.10,appd-SDDC_WEB_WWWA-3.0.0-admin-1796-3646d2a4-a9fa-4e75-8154-0572d7383b02,PoweredOn,,,,US01-C4-CorpITTest40-TR-OVDC40,corpittest,"",""
wwwa-wcm-v3tmplsb,PoweredOff,,CentOS 4/5/6/7 (64-bit),2,31,10.148.236.156,wwwa-wcm-v3tmpl,PoweredOff,,,,CorpITTest11-Allocation1-ovDC,corpittest,"",""
wwwa-wcm-v3tmplsb,PoweredOn,,CentOS 4/5/6/7 (64-bit),2,31,10.148.236.138,wwwa-wcm-error,PoweredOn,,,,CorpITTest11-Allocation1-ovDC,corpittest,"",""
wwwa-wcm-v3tmplsb,PoweredOn,,CentOS 4/5/6/7 (64-bit),2,31,10.148.236.98,vApp_nsubramani_86,PoweredOn,,,,CorpITTest11-Allocation1-ovDC,corpittest,"",""
wwwa-web-1-tmpl,PoweredOff,,CentOS 4/5/6/7 (64-bit),2,31,,vApp_pulahannan_43,PoweredOff,,,,CorpITTest32-Allocation1-ovDC,corpittest,"",""
WWWB_JOB_v1.0,PoweredOn,,Other Linux (64-bit),2,19,10.148.91.55,appd-SDDC_WEB_WWWA-3.0.0-admin-2870-d51a53c9-591a-49ce-910e-3956adaa6d8d,PoweredOn,,,,CorpITTest12-Allocation1-ovDC,corpittest,"",""
WWWB_JOB_v1.0,PoweredOff,,Other Linux (64-bit),2,11,10.148.236.126,appd-SDDC_WEB_WWWA-3.0.0-pulahannan-1666-fdbbece4-da8f-46ea-822a-5d307babedb2,PoweredOff,,,,CorpITTest11-Allocation1-ovDC,corpittest,"",""
WWWB_JOB_v1.0,PoweredOn,,Other Linux (64-bit),2,19,10.127.106.19,appd-SDDC_WEB_WWWA-3.0.0-admin-2820-e5e06270-a268-4138-83fe-8df36a66fa36,PoweredOn,,,,US01-C4-CorpITTest50-TR-ovdc-1,corpittest,"",""
WWWB_JOB_v1.0,PoweredOn,,Other Linux (64-bit),2,19,10.148.78.140,appd-SDDC_WEB_WWWA-3.0.0-admin-2989-0a47692b-a0ad-476f-8024-d8fa1a4781d3,PoweredOn,,,,CorpITTest17-Allocation1-ovDC,corpittest,"",""
wwwb-dev13-job-1,PoweredOn,,Other Linux (64-bit),2,11,10.148.78.129,wwwb-job-uat,PoweredOn,,,,CorpITTest17-Allocation1-ovDC,corpittest,"",""
wwwb-dev13-job-1-clone,PoweredOff,,Other Linux (64-bit),2,11,,test-ravi,PoweredOff,,,,CorpITTest17-Allocation1-ovDC,corpittest,"",""
wwwb-job-v3tmpl,PoweredOff,,Other Linux (64-bit),2,19,10.148.236.167,wwwb-job-1,PoweredOff,,,,CorpITTest11-Allocation1-ovDC,corpittest,"",""
wwwb-test11-job-1,PoweredOn,,Other Linux (64-bit),2,17,10.148.236.15,appd-SDDC_WEB_WWWA-3.0.0-admin-2647-ee439cc8-187e-4d31-9ba0-fa5db84b43e4,PoweredOn,,,,CorpITTest11-Allocation1-ovDC,corpittest,"",""
wwwb-test14-job-1,PoweredOn,,Other Linux (64-bit),2,11,10.148.22.53,appd-SDDC_WEB_WWWA-3.0.0-admin-1918-ca0bfa93-735b-4be7-a9bb-e7544aac68b5,PoweredOn,,,,CorpITTest14-Allocation1-ovDC,corpittest,"",""
wwwb-test15-job-1,PoweredOn,,Other Linux (64-bit),2,11,10.148.70.68,appd-SDDC_WEB_WWWA-3.0.0-admin-2094-6e9f75ed-121f-418a-b410-e3d733410ca7,PoweredOn,,,,CorpITTest15-Allocation1-ovDC,corpittest,"",""
wwwb-test16-job-1,PoweredOn,,Other Linux (64-bit),2,11,10.148.71.74,appd-SDDC_WEB_WWWA-3.0.0-admin-2481-a337e280-ebac-4fcd-8ad7-c4f89b336d9b,PoweredOn,,,,CorpITTest16-Allocation1-ovDC,corpittest,"",""
wwwb-test31-job-1,PoweredOn,,Other Linux (64-bit),2,11,10.148.234.83,wwwb-job,PoweredOn,,,,CorpITTest31-Allocation1-ovDC,corpittest,"",""
wwwb-test40-job-1,PoweredOff,,Other Linux (64-bit),2,11,10.152.119.55,wwwb-test40-jobs,PoweredOff,,,,US01-C4-CorpITTest40-TR-OVDC40,corpittest,"",""
wwwb-test40-job-1,PoweredOn,,Other Linux (64-bit),2,15,10.152.119.21,appd-SDDC_WEB_WWWA-3.0.0-admin-1796-3646d2a4-a9fa-4e75-8154-0572d7383b02,PoweredOn,,,,US01-C4-CorpITTest40-TR-OVDC40,corpittest,"",""
wwwb-uat-job-1,PoweredOn,,Other Linux (64-bit),2,11,10.148.78.120,wwwb-job-uat,PoweredOn,,,,CorpITTest17-Allocation1-ovDC,corpittest,"",""
bi-dev13-rtr-a1,PoweredOn,,Oracle Linux 4/5/6/7 (64-bit),2,236,10.148.52.48,appd-SDDC_PORTALS_OBIEE-3.0.0-admin-1413-4f6c06f3-be66-42e8-a141-26d9722b7774,PoweredOn,,,,CorpITDev13-Allocation1-ovDC,corpitdev,"",""
bi-dev14-rtr-a1,PoweredOn,,Oracle Linux 4/5/6/7 (64-bit),2,236,10.148.21.58,appd-SDDC_PORTALS_OBIEE-3.0.0-admin-1612-a2a0af6c-a9fe-492c-b0e6-baf2db5aab64,PoweredOn,,,,CorpITDev14-Allocation1-ovDC,corpitdev,"",""
bi-dev15-rtr-a1,PoweredOn,,Oracle Linux 4/5/6/7 (64-bit),2,236,10.148.68.77,appd-SDDC_PORTALS_OBIEE-3.0.0-admin-2054-4b9a60e4-7705-46cf-8f5b-33e4d281e004,PoweredOn,,,,CorpITDev15-Allocation1-ovDC,corpitdev,"",""
bi-dev16-rtr-a1,PoweredOn,,Oracle Linux 4/5/6/7 (64-bit),2,236,10.148.69.62,appd-SDDC_PORTALS_OBIEE-3.0.0-admin-2342-1b3ead04-d595-4418-94d8-680de8123210,PoweredOn,,,,CorpITDev16-Allocation1-ovDC,corpitdev,"",""
bi-rtr-a1-v3tmpl,PoweredOn,,Oracle Linux 4/5/6/7 (64-bit),16,236,10.127.98.2,vApp_pulahannan_154,PoweredOn,,,,us01-c2-corpitdev45-tr-ovdc,corpitdev,"",""
bi-rtr-a1-v3tmpl-patch,PoweredOff,,Oracle Linux 4/5/6/7 (64-bit),16,236,10.148.238.78,bi-rtr-a1-v3tmpl-v1,PoweredOff,,,,CorpITDev11-Allocation1-ovDC,corpitdev,"",""
bi-test99-rtr-a1,PoweredOn,,Oracle Linux 4/5/6/7 (64-bit),2,236,10.148.96.81,appd-SDDC_PORTALS_OBIEE-3.0.0-admin-638-d52e0b20-10e3-45c3-b126-17db12b27455,PoweredOn,,,,CorpITTest99-Allocation1-ovDC,corpitdev,"",""
cat-dev12-mln-a1,PoweredOn,,Red Hat Enterprise Linux 5 (64-bit),4,56,10.148.90.66,appd-NSDLC_PORTALS_ModelN-1.0.0-pperiwal-985-54bbb5ae-7b40-480a-9d27-d0a369f19598,PoweredOn,,,,CorpITDev12-Allocation1-ovDC,corpitdev,"",""
cat-dev12-mln-a2,PoweredOn,,Red Hat Enterprise Linux 5 (64-bit),4,56,10.148.90.65,appd-NSDLC_PORTALS_ModelN-1.0.0-pperiwal-985-54bbb5ae-7b40-480a-9d27-d0a369f19598,PoweredOn,,,,CorpITDev12-Allocation1-ovDC,corpitdev,"",""
cat-dev13-mln-a1,PoweredOn,,Red Hat Enterprise Linux 5 (64-bit),4,56,10.148.52.5,appd-NSDLC_PORTALS_ModelN-1.0.0-pperiwal-987-d219f089-8945-4579-823c-1c9dafdec655,PoweredOn,,,,CorpITDev13-Allocation1-ovDC,corpitdev,"",""
cat-dev13-mln-a2,PoweredOn,,Red Hat Enterprise Linux 5 (64-bit),4,56,10.148.52.4,appd-NSDLC_PORTALS_ModelN-1.0.0-pperiwal-987-d219f089-8945-4579-823c-1c9dafdec655,PoweredOn,,,,CorpITDev13-Allocation1-ovDC,corpitdev,"",""
cat-dev14-mln-a1,PoweredOn,,Red Hat Enterprise Linux 5 (64-bit),4,56,10.148.21.72,appd-NSDLC_PORTALS_ModelN-1.0.0-pperiwal-988-3a0232fb-715f-45ad-9e84-a40c54ddc761,PoweredOn,,,,CorpITDev14-Allocation1-ovDC,corpitdev,"",""
cat-dev14-mln-a2,PoweredOn,,Red Hat Enterprise Linux 5 (64-bit),4,56,10.148.21.21,appd-NSDLC_PORTALS_ModelN-1.0.0-pperiwal-988-3a0232fb-715f-45ad-9e84-a40c54ddc761,PoweredOn,,,,CorpITDev14-Allocation1-ovDC,corpitdev,"",""
cat-dev15-mln-a1,PoweredOn,,Red Hat Enterprise Linux 5 (64-bit),4,56,10.148.68.79,appd-NSDLC_PORTALS_ModelN-1.0.0-pperiwal-989-7acb6c6c-ce4d-47d6-a0bf-d74b6a175425,PoweredOn,,,,CorpITDev15-Allocation1-ovDC,corpitdev,"",""
cat-dev15-mln-a2,PoweredOn,,Red Hat Enterprise Linux 5 (64-bit),4,56,10.148.68.78,appd-NSDLC_PORTALS_ModelN-1.0.0-pperiwal-989-7acb6c6c-ce4d-47d6-a0bf-d74b6a175425,PoweredOn,,,,CorpITDev15-Allocation1-ovDC,corpitdev,"",""
cat-dev16-mln-a1,PoweredOn,,Red Hat Enterprise Linux 5 (64-bit),4,56,10.148.69.71,appd-NSDLC_PORTALS_ModelN-1.0.0-labraham-1022-61f6ac6a-31e1-4336-b918-30fe33f4f72f,PoweredOn,,,,CorpITDev16-Allocation1-ovDC,corpitdev,"",""
cat-dev16-mln-a2,PoweredOn,,Red Hat Enterprise Linux 5 (64-bit),4,56,10.148.69.70,appd-NSDLC_PORTALS_ModelN-1.0.0-labraham-1022-61f6ac6a-31e1-4336-b918-30fe33f4f72f,PoweredOn,,,,CorpITDev16-Allocation1-ovDC,corpitdev,"",""
cat-test99-mln-a1,PoweredOn,,Red Hat Enterprise Linux 5 (64-bit),4,56,10.148.96.97,appd-NSDLC_PORTALS_ModelN-1.0.0-stephenn-1011-7206bbbc-4cf1-40c7-9fe6-3eace19de358,PoweredOn,,,,CorpITTest99-Allocation1-ovDC,corpitdev,"",""
cat-test99-mln-a2,PoweredOn,,Red Hat Enterprise Linux 5 (64-bit),4,56,10.148.96.95,appd-NSDLC_PORTALS_ModelN-1.0.0-stephenn-1011-7206bbbc-4cf1-40c7-9fe6-3eace19de358,PoweredOn,,,,CorpITTest99-Allocation1-ovDC,corpitdev,"",""
cat-test99-mln-a3,PoweredOn,,Red Hat Enterprise Linux 5 (64-bit),4,56,10.148.96.96,appd-NSDLC_PORTALS_ModelN-1.0.0-stephenn-1011-7206bbbc-4cf1-40c7-9fe6-3eace19de358,PoweredOn,,,,CorpITTest99-Allocation1-ovDC,corpitdev,"",""
cat-test99-mln-a4,PoweredOn,,Red Hat Enterprise Linux 5 (64-bit),4,56,10.148.96.98,appd-NSDLC_PORTALS_ModelN-1.0.0-stephenn-1011-7206bbbc-4cf1-40c7-9fe6-3eace19de358,PoweredOn,,,,CorpITTest99-Allocation1-ovDC,corpitdev,"",""
CBR_SOLR_APP_1.0_0_,PoweredOn,,Other 2.6.x Linux (64-bit),2,70,10.127.98.34,appd-SDDC_WEB_CBR_SOLR-3.0.0-admin-2687-31bf1d43-3f24-44e6-a28a-60953bd11798,PoweredOn,,,,us01-c2-corpitdev45-tr-ovdc,corpitdev,"",""
CBR_SOLR_APP_1.0_0_,PoweredOn,,Other 2.6.x Linux (64-bit),2,70,10.148.90.2,appd-SDDC_WEB_CBR_SOLR-3.0.0-admin-2748-2f06da0e-1bca-4ed0-a64d-41f5647c9f78,PoweredOn,,,,CorpITDev12-Allocation1-ovDC,corpitdev,"",""
CBR_SOLR_APP_1.0_0_,PoweredOn,,Other 2.6.x Linux (64-bit),2,70,10.127.98.3,appd-SDDC_WEB_CBR_SOLR-3.0.0-ehambarama-2659-2ac13ced-dc9d-43cf-8b8e-ed480c98eb97,PoweredOn,,,,us01-c2-corpitdev45-tr-ovdc,corpitdev,"",""
CBR_SOLR_APP_1.0_0_,PoweredOn,,Other 2.6.x Linux (64-bit),2,70,10.148.238.11,appd-SDDC_WEB_CBR_SOLR-3.0.0-admin-2571-ead6712e-593c-4397-b10a-4b6d29063a50,PoweredOn,,,,CorpITDev11-Allocation1-ovDC,corpitdev,"",""
cbr-dev13-repo-1,PoweredOn,,Oracle Linux 4/5/6/7 (64-bit),8,53,10.148.52.42,appd-SDDC_PORTALS_CBR_REPO-3.0.0-admin-1397-eb909ead-3b2c-4b72-96db-91d692e01aeb,PoweredOn,,,,CorpITDev13-Allocation1-ovDC,corpitdev,"",""
cbr-dev13-solr-1,PoweredOn,,Other 2.6.x Linux (64-bit),2,70,10.148.52.21,appd-SDDC_WEB_CBR_SOLR-3.0.0-admin-1390-1f785921-eec4-463e-8a4d-5ab031f08e91,PoweredOn,,,,CorpITDev13-Allocation1-ovDC,corpitdev,"",""
cbr-dev14-repo-1,PoweredOn,,Oracle Linux 4/5/6/7 (64-bit),8,53,10.148.21.59,appd-SDDC_PORTALS_CBR_REPO-3.0.0-admin-1623-6cada064-f45a-44dd-aabf-42827c8cc8ee,PoweredOn,,,,CorpITDev14-Allocation1-ovDC,corpitdev,"",""
cbr-dev14-solr-1,PoweredOn,,Other 2.6.x Linux (64-bit),2,70,10.148.21.3,appd-SDDC_WEB_CBR_SOLR-3.0.0-admin-1614-c3e74156-1ab0-4a85-ba3d-6935f0b1744b,PoweredOn,,,,CorpITDev14-Allocation1-ovDC,corpitdev,"",""
cbr-dev15-repo-1,PoweredOn,,Oracle Linux 4/5/6/7 (64-bit),8,53,10.148.68.57,appd-SDDC_PORTALS_CBR_REPO-3.0.0-admin-2061-0240d9c4-fa3a-4802-92a7-1fc2cb07b242,PoweredOn,,,,CorpITDev15-Allocation1-ovDC,corpitdev,"",""
cbr-dev15-solr-1,PoweredOn,,Other 2.6.x Linux (64-bit),2,70,10.148.68.12,appd-SDDC_WEB_CBR_SOLR-3.0.0-admin-2038-08695127-4e46-48da-93c8-25b08aa82d5b,PoweredOn,,,,CorpITDev15-Allocation1-ovDC,corpitdev,"",""
cbr-dev16-repo-1,PoweredOn,,Oracle Linux 4/5/6/7 (64-bit),8,69,10.148.69.18,appd-SDDC_PORTALS_CBR_REPO-3.0.0-admin-2333-b7c8b37c-44f9-4c90-b00f-f05290dd8d8f,PoweredOn,,,,CorpITDev16-Allocation1-ovDC,corpitdev,"",""
cbr-dev16-solr-1,PoweredOn,,Other 2.6.x Linux (64-bit),2,70,10.148.69.6,appd-SDDC_WEB_CBR_SOLR-3.0.0-admin-2330-123b36bb-b7e5-442b-9f14-5ebfae196c58,PoweredOn,,,,CorpITDev16-Allocation1-ovDC,corpitdev,"",""
cbr-solr-1-v3tmpl-patch,PoweredOff,,Other 2.6.x Linux (64-bit),4,70,10.148.238.79,cbr-solr-1-v3tmpl-v1,PoweredOff,,,,CorpITDev11-Allocation1-ovDC,corpitdev,"",""
cbr-test99-repo-1,PoweredOn,,Oracle Linux 4/5/6/7 (64-bit),8,53,10.148.96.68,appd-SDDC_PORTALS_CBR_REPO-3.0.0-admin-650-0f10f527-ea26-4d20-a6da-7c474f61b700,PoweredOn,,,,CorpITTest99-Allocation1-ovDC,corpitdev,"",""
